,0,1
939,"[[[220 213 204]
  [220 213 204]
  [220 213 204]
  ...
  [ 56  48  43]
  [ 57  63  54]
  [ 57  58  40]]

 [[220 212 204]
  [220 212 204]
  [220 213 204]
  ...
  [ 61  69  54]
  [ 61  73  52]
  [ 57  59  47]]

 [[220 212 203]
  [220 212 203]
  [220 212 203]
  ...
  [ 57  45  40]
  [ 56  45  40]
  [ 58  50  37]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 88  93  96]
  ...
  [ 89  90  89]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
940,"[[[224 214 204]
  [224 214 204]
  [224 214 204]
  ...
  [ 43  59  69]
  [ 60 117 137]
  [ 82 142 147]]

 [[224 214 204]
  [224 214 204]
  [224 214 204]
  ...
  [ 50  75 109]
  [ 82  94  57]
  [ 43  57  62]]

 [[224 215 205]
  [224 215 204]
  [224 215 204]
  ...
  [155 168 174]
  [ 44  63  56]
  [ 46  74  64]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 81  90  97]
  ...
  [ 86  87  87]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
941,"[[[213 206 198]
  [213 206 198]
  [213 206 199]
  ...
  [214 203 191]
  [214 203 190]
  [213 202 188]]

 [[213 206 198]
  [213 206 198]
  [213 206 198]
  ...
  [213 201 188]
  [213 201 188]
  [213 202 189]]

 [[213 206 198]
  [213 206 197]
  [213 205 197]
  ...
  [213 202 188]
  [213 202 188]
  [213 202 189]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 98 109 112]
  ...
  [ 90  92  91]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
942,"[[[48 42 36]
  [45 39 38]
  [43 36 36]
  ...
  [52 45 43]
  [49 41 38]
  [49 41 38]]

 [[47 42 37]
  [46 40 38]
  [45 39 37]
  ...
  [49 41 38]
  [50 43 40]
  [50 43 39]]

 [[45 40 35]
  [45 39 36]
  [46 40 37]
  ...
  [50 42 39]
  [50 42 39]
  [51 44 40]]

 ...

 [[43 43 43]
  [66 66 66]
  [77 76 75]
  ...
  [86 85 83]
  [73 72 69]
  [65 63 60]]

 [[43 43 43]
  [43 43 43]
  [43 43 43]
  ...
  [65 63 60]
  [65 63 60]
  [65 63 60]]

 [[43 43 43]
  [43 43 43]
  [43 43 43]
  ...
  [65 63 60]
  [65 63 60]
  [65 63 60]]]","[1, 0]"
943,"[[[220 213 206]
  [220 213 206]
  [220 213 206]
  ...
  [106 143 143]
  [ 82 108 127]
  [ 76 100 129]]

 [[220 214 208]
  [220 214 207]
  [220 213 206]
  ...
  [ 76  98 114]
  [ 80 106 114]
  [ 83 109 115]]

 [[220 214 208]
  [220 213 207]
  [220 213 207]
  ...
  [ 81 107 101]
  [ 88 116 157]
  [156 195 185]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 81  92  96]
  ...
  [ 87  88  86]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
944,"[[[ 80  70  57]
  [ 78  68  61]
  [ 78  67  59]
  ...
  [210 210 209]
  [210 210 209]
  [210 210 209]]

 [[ 79  69  55]
  [ 79  68  61]
  [ 78  67  60]
  ...
  [210 210 209]
  [210 210 209]
  [210 211 210]]

 [[ 80  71  55]
  [ 78  67  60]
  [ 80  69  60]
  ...
  [210 211 210]
  [210 211 210]
  [210 211 210]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 92  99 101]
  ...
  [ 93  95  93]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
945,"[[[214 204 193]
  [214 204 193]
  [214 204 193]
  ...
  [213 202 191]
  [213 202 191]
  [213 202 191]]

 [[214 204 193]
  [214 204 193]
  [214 204 193]
  ...
  [213 203 191]
  [213 203 191]
  [213 203 191]]

 [[214 204 193]
  [214 204 193]
  [214 204 193]
  ...
  [213 203 191]
  [213 203 191]
  [212 203 191]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 93 104 108]
  ...
  [ 91  93  93]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
946,"[[[215 208 201]
  [215 208 201]
  [215 209 202]
  ...
  [215 203 190]
  [215 203 190]
  [215 203 190]]

 [[215 208 200]
  [215 208 200]
  [215 208 200]
  ...
  [215 203 190]
  [215 203 190]
  [215 203 190]]

 [[215 207 199]
  [215 208 199]
  [215 208 199]
  ...
  [215 204 191]
  [215 203 190]
  [215 203 191]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 97 108 112]
  ...
  [ 86  85  83]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
947,"[[[213 206 198]
  [213 206 198]
  [213 206 199]
  ...
  [214 203 190]
  [213 201 188]
  [213 201 187]]

 [[213 206 197]
  [213 205 197]
  [213 205 197]
  ...
  [213 201 189]
  [213 201 190]
  [213 202 189]]

 [[213 205 197]
  [213 205 197]
  [213 205 197]
  ...
  [213 201 188]
  [213 202 189]
  [213 202 189]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [100 111 113]
  ...
  [ 90  92  91]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
948,"[[[214 206 198]
  [214 206 197]
  [214 206 197]
  ...
  [213 200 187]
  [213 200 186]
  [213 200 187]]

 [[214 206 198]
  [214 206 198]
  [214 206 198]
  ...
  [213 202 188]
  [214 204 190]
  [215 205 192]]

 [[214 206 197]
  [214 206 197]
  [214 206 198]
  ...
  [215 206 196]
  [215 206 196]
  [216 207 196]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 97 108 114]
  ...
  [ 91  92  91]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
949,"[[[223 219 213]
  [223 219 214]
  [224 221 215]
  ...
  [219 213 207]
  [219 213 207]
  [219 213 207]]

 [[222 218 213]
  [222 218 213]
  [223 219 214]
  ...
  [219 213 207]
  [219 213 207]
  [219 213 207]]

 [[222 217 213]
  [222 217 213]
  [222 217 214]
  ...
  [219 213 207]
  [219 213 207]
  [219 213 207]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 86  95  99]
  ...
  [ 89  91  90]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
950,"[[[189 225 235]
  [168 203 236]
  [ 95 112 158]
  ...
  [145 173 178]
  [126 149  76]
  [ 53  59  50]]

 [[187 224 234]
  [173 208 233]
  [ 76  81 129]
  ...
  [143 171 175]
  [ 92 108  68]
  [ 53  60  59]]

 [[178 218 227]
  [177 212 230]
  [ 78  87 132]
  ...
  [142 171 177]
  [ 86 100  72]
  [ 52  58  56]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 96 105 108]
  ...
  [ 91  92  92]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
951,"[[[214 206 198]
  [214 206 197]
  [214 206 197]
  ...
  [213 200 187]
  [213 200 186]
  [213 200 187]]

 [[214 206 198]
  [214 206 198]
  [214 206 198]
  ...
  [213 202 188]
  [214 203 190]
  [215 205 192]]

 [[214 206 197]
  [214 206 197]
  [213 206 198]
  ...
  [215 206 196]
  [215 206 196]
  [216 207 195]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 95 106 111]
  ...
  [ 91  92  91]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
952,"[[[219 207 194]
  [219 207 194]
  [219 207 194]
  ...
  [216 209 200]
  [216 209 200]
  [216 209 200]]

 [[219 207 195]
  [219 207 194]
  [219 207 194]
  ...
  [216 209 200]
  [216 209 200]
  [217 209 200]]

 [[219 208 196]
  [219 208 196]
  [219 208 195]
  ...
  [217 209 200]
  [216 209 200]
  [217 209 200]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [124 129 129]
  ...
  [ 96  97  96]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
953,"[[[220 209 198]
  [220 209 197]
  [220 209 197]
  ...
  [ 43  48  39]
  [ 37  35  32]
  [ 38  36  35]]

 [[ 83  97 137]
  [ 84 101 139]
  [ 75  86 132]
  ...
  [ 37  33  38]
  [ 38  37  35]
  [ 37  33  33]]

 [[ 69  68  54]
  [ 69  68  58]
  [ 70  69  56]
  ...
  [ 35  29  44]
  [ 35  28  34]
  [ 34  27  23]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 97 106 111]
  ...
  [ 91  92  90]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
954,"[[[221 211 202]
  [221 211 202]
  [221 211 202]
  ...
  [219 207 192]
  [219 207 192]
  [219 207 192]]

 [[221 212 202]
  [221 212 202]
  [221 212 202]
  ...
  [219 207 193]
  [219 207 193]
  [219 207 193]]

 [[221 212 202]
  [221 212 202]
  [221 212 202]
  ...
  [219 207 193]
  [219 207 193]
  [219 207 193]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 93 103 109]
  ...
  [ 89  90  90]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
955,"[[[213 200 187]
  [213 200 187]
  [213 200 187]
  ...
  [211 202 193]
  [211 202 193]
  [211 202 193]]

 [[213 200 186]
  [213 200 186]
  [213 200 186]
  ...
  [211 202 193]
  [211 203 193]
  [211 203 194]]

 [[213 200 186]
  [213 200 186]
  [213 200 186]
  ...
  [212 203 194]
  [212 203 195]
  [212 204 195]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 99 109 116]
  ...
  [ 89  90  89]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
956,"[[[214 206 198]
  [214 206 198]
  [214 206 198]
  ...
  [214 203 190]
  [213 202 188]
  [213 201 188]]

 [[214 206 198]
  [214 206 198]
  [214 206 198]
  ...
  [215 205 193]
  [215 206 193]
  [215 206 193]]

 [[214 206 198]
  [214 206 198]
  [214 206 198]
  ...
  [217 210 200]
  [217 210 200]
  [216 209 200]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 87 103 108]
  ...
  [ 91  93  92]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
957,"[[[217 209 201]
  [217 209 201]
  [217 209 201]
  ...
  [106 138 116]
  [ 72  73 135]
  [ 97 121 139]]

 [[217 209 201]
  [217 209 201]
  [217 209 201]
  ...
  [107 137 145]
  [102 120  89]
  [ 76  83 116]]

 [[217 209 201]
  [217 209 201]
  [217 209 201]
  ...
  [ 82 101 121]
  [ 87  94  89]
  [ 70  75  81]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 97 106 109]
  ...
  [ 87  88  87]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
958,"[[[223 219 214]
  [223 219 214]
  [223 219 214]
  ...
  [ 34  38  26]
  [ 35  44  49]
  [ 34  44  44]]

 [[223 219 215]
  [223 219 215]
  [223 219 215]
  ...
  [ 33  41  22]
  [ 30  31  31]
  [ 30  30  36]]

 [[223 221 217]
  [223 221 217]
  [223 220 217]
  ...
  [185 182  37]
  [ 34  47  39]
  [ 29  32  30]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 98 108 109]
  ...
  [ 98  98  96]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
959,"[[[224 213 201]
  [224 213 201]
  [224 213 201]
  ...
  [222 214 205]
  [222 214 205]
  [222 214 205]]

 [[224 214 202]
  [224 214 202]
  [224 213 201]
  ...
  [222 215 205]
  [222 215 206]
  [222 215 206]]

 [[224 214 203]
  [224 214 203]
  [224 214 203]
  ...
  [222 215 206]
  [222 215 206]
  [222 215 206]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 58  57  57]
  ...
  [ 88  87  86]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
960,"[[[ 62  62  70]
  [ 53  50  58]
  [ 54  46  52]
  ...
  [ 71  90  80]
  [ 59  93  73]
  [ 75  80  73]]

 [[ 56  49  58]
  [ 53  50  41]
  [ 50  47  33]
  ...
  [ 64  77  75]
  [ 63  67 100]
  [ 67  72  73]]

 [[ 62  64  51]
  [ 62  95  65]
  [ 54  67  78]
  ...
  [ 61  70  71]
  [117 114  78]
  [ 63  79  73]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 81  92  99]
  ...
  [ 86  90  90]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
961,"[[[216 208 200]
  [216 209 201]
  [216 209 201]
  ...
  [216 206 195]
  [215 206 195]
  [216 206 195]]

 [[217 208 198]
  [217 208 198]
  [216 208 198]
  ...
  [216 206 194]
  [216 206 194]
  [216 206 194]]

 [[217 208 198]
  [217 208 198]
  [217 208 198]
  ...
  [216 206 194]
  [216 206 194]
  [216 206 194]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 88 100 104]
  ...
  [ 92  94  93]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
962,"[[[213 211 209]
  [213 211 209]
  [213 211 209]
  ...
  [210 207 204]
  [210 208 204]
  [210 208 204]]

 [[213 211 209]
  [213 211 209]
  [213 211 209]
  ...
  [210 208 204]
  [210 208 204]
  [210 208 204]]

 [[213 212 210]
  [213 212 210]
  [213 212 210]
  ...
  [210 208 204]
  [210 208 204]
  [210 208 204]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [114 123 126]
  ...
  [ 93  95  93]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[1, 0]"
963,"[[[ 80 103 131]
  [ 63  72 102]
  [ 63  74  87]
  ...
  [ 78  72  72]
  [ 73  64  70]
  [ 74  66  74]]

 [[ 82 105 145]
  [ 63  73 111]
  [ 67  80  92]
  ...
  [ 81  79  75]
  [ 79  74  75]
  [ 80  76  74]]

 [[ 85 110 144]
  [ 68  78 129]
  [ 65  75 102]
  ...
  [131 123  59]
  [ 78  67  55]
  [ 78  65  54]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 97 105 106]
  ...
  [ 91  92  92]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
964,"[[[65 53 45]
  [65 53 46]
  [65 53 47]
  ...
  [64 58 56]
  [64 58 58]
  [65 60 59]]

 [[66 54 48]
  [66 54 48]
  [66 55 48]
  ...
  [64 58 56]
  [64 58 57]
  [64 59 60]]

 [[68 56 48]
  [67 55 47]
  [67 55 48]
  ...
  [64 58 56]
  [64 58 57]
  [65 61 61]]

 ...

 [[43 43 43]
  [66 66 66]
  [72 72 70]
  ...
  [82 81 78]
  [73 72 69]
  [65 63 60]]

 [[43 43 43]
  [43 43 43]
  [43 43 43]
  ...
  [65 63 60]
  [65 63 60]
  [65 63 60]]

 [[43 43 43]
  [43 43 43]
  [43 43 43]
  ...
  [65 63 60]
  [65 63 60]
  [65 63 60]]]","[1, 0]"
965,"[[[221 210 197]
  [221 210 197]
  [221 209 197]
  ...
  [ 55  71 121]
  [ 51  64  82]
  [ 38  35  63]]

 [[221 210 197]
  [221 210 197]
  [221 210 197]
  ...
  [ 41  45  33]
  [ 49  68  82]
  [ 53  73  83]]

 [[221 210 198]
  [221 210 198]
  [221 210 198]
  ...
  [ 57  86 120]
  [ 48  59  77]
  [ 45  52  44]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 90 100 100]
  ...
  [ 91  93  93]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
966,"[[[224 213 201]
  [224 213 201]
  [224 213 201]
  ...
  [222 214 205]
  [222 214 205]
  [222 214 205]]

 [[224 214 202]
  [224 214 202]
  [224 213 201]
  ...
  [222 215 205]
  [222 215 206]
  [222 215 206]]

 [[224 214 203]
  [224 214 203]
  [224 214 203]
  ...
  [222 215 206]
  [222 215 206]
  [222 215 206]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 60  59  59]
  ...
  [ 88  87  86]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
967,"[[[215 212 208]
  [215 212 208]
  [215 211 208]
  ...
  [209 200 110]
  [ 64  64 186]
  [ 98  90  81]]

 [[214 210 206]
  [215 210 207]
  [215 211 208]
  ...
  [ 92 133 167]
  [ 89 134 121]
  [ 93 142 181]]

 [[214 208 202]
  [214 208 203]
  [214 209 204]
  ...
  [ 63  75  60]
  [ 74  99  81]
  [ 98 146 155]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [103 115 118]
  ...
  [ 90  92  92]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
968,"[[[221 210 197]
  [221 210 197]
  [221 209 197]
  ...
  [ 61  81 109]
  [ 45  52  96]
  [ 53  68  76]]

 [[221 210 197]
  [221 210 197]
  [221 210 197]
  ...
  [ 40  40  67]
  [ 36  30  45]
  [ 51  64  57]]

 [[221 210 198]
  [221 210 198]
  [221 210 198]
  ...
  [ 59  81 101]
  [ 60  82  92]
  [ 55  72  79]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 96 107 106]
  ...
  [ 89  91  90]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
969,"[[[214 204 193]
  [214 204 193]
  [214 204 192]
  ...
  [212 202 190]
  [212 202 190]
  [212 202 191]]

 [[214 204 193]
  [214 204 193]
  [214 204 193]
  ...
  [212 202 191]
  [212 202 191]
  [212 202 191]]

 [[214 204 193]
  [214 204 193]
  [214 204 193]
  ...
  [212 203 191]
  [212 203 191]
  [212 203 191]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 90 100 104]
  ...
  [ 89  91  90]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
970,"[[[213 203 193]
  [213 203 193]
  [213 203 193]
  ...
  [212 201 189]
  [212 201 189]
  [212 201 189]]

 [[213 203 193]
  [213 203 193]
  [213 203 192]
  ...
  [212 201 189]
  [212 201 189]
  [212 201 189]]

 [[213 203 192]
  [213 203 192]
  [213 203 192]
  ...
  [212 202 190]
  [212 202 190]
  [212 202 190]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 91 103 108]
  ...
  [ 90  92  91]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
971,"[[[214 206 198]
  [214 206 197]
  [214 206 197]
  ...
  [213 200 187]
  [213 200 186]
  [213 200 187]]

 [[214 206 198]
  [214 206 198]
  [214 206 198]
  ...
  [213 202 188]
  [214 204 190]
  [215 205 192]]

 [[214 206 197]
  [214 206 197]
  [214 206 198]
  ...
  [215 206 196]
  [215 206 196]
  [216 207 196]]

 ...

 [[ 43  43  43]
  [ 66  66  66]
  [ 97 108 114]
  ...
  [ 91  92  91]
  [ 73  72  69]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]

 [[ 43  43  43]
  [ 43  43  43]
  [ 43  43  43]
  ...
  [ 65  63  60]
  [ 65  63  60]
  [ 65  63  60]]]","[0, 1]"
